id,parent_id,name,Latitude,Longitude
7172,71,BITUNG,1.4913925000001,125.16343837901
7173,71,TOMOHON,1.3293175004998,124.81662700047
7174,71,KOTAMOBAGU,0.7317148585001,124.313219477
7201,72,BANGGAI KEPULAUAN,-1.3992081075,123.1728355085
7202,72,BANGGAI,-1.0486455909999,122.6505753425
7203,72,MOROWALI,-2.8945926815,122.3101790735
7204,72,POSO,-1.6737286184999,120.529729422
7205,72,DONGGALA,-0.35099284399995,119.8250564485
7206,72,TOLI-TOLI,0.98115079550004,120.657106634
7207,72,BUOL,0.99422638300006,121.518906617
7208,72,PARIGI MOUTONG,-0.23916735949993,120.625727689
7209,72,TOJO UNA-UNA,-0.87294508999994,121.64280908
7210,72,SIGI,-1.4615908629999,120.0027559005
7211,72,BANGGAI LAUT,-1.8595737194999,123.6147344405
7212,72,MOROWALI UTARA,-1.8467191809999,121.4469427405
7271,72,PALU,-0.78956204299992,119.8992741915
7301,73,KEPULAUAN SELAYAR,-6.6271510434999,121.054868463
7302,73,BULUKUMBA,-5.4841241319994,120.21727499099
7303,73,BANTAENG,-5.4715437570026,119.97771626205
7304,73,JENEPONTO,-5.5448261964998,119.7120209165
7305,73,TAKALAR,-5.4109039550002,119.4184595265
7306,73,GOWA,-5.3301189150001,119.6978965655
7307,73,SINJAI,-5.1972634104989,120.17841870297
7308,73,MAROS,-4.9651452550006,119.71968571551
7309,73,PANGKAJENE DAN KEPULAUAN,-6.1241448379999,118.4244538625
7310,73,BARRU,-4.4337885130004,119.69670747302
7311,73,BONE,-4.6800286179998,120.089019275
7312,73,SOPPENG,-4.3185886465008,119.90118653952
7313,73,WAJO,-3.9682363384999,120.1640807455
7314,73,SIDENRENG RAPPANG,-3.8080936384999,119.997890431
7315,73,PINRANG,-3.6486493070002,119.6076839395
7316,73,ENREKANG,-3.5320931630002,119.89227511151
7317,73,LUWU,-3.166638674,120.1464756475
7318,73,TANA TORAJA,-3.056902293,119.707132015
7322,73,LUWU UTARA,-2.4063124649999,120.1421424495
7325,73,LUWU TIMUR,-2.5320949165,121.1310139395
7326,73,TORAJA UTARA,-2.8990816995,119.880345396
7371,73,MAKASSAR,-5.119595449003,119.40262742457
7372,73,PAREPARE,-4.0203483754975,119.66612191493
7373,73,PALOPO,-2.9867726629984,120.14055137244
7401,74,BUTON,-5.3581798499997,122.95236481349
7402,74,MUNA,-4.8711011129998,122.622583861
7403,74,KONAWE,-3.5129108455,122.0421638305
7404,74,KOLAKA,-4.1022010725,121.455512273
7405,74,KONAWE SELATAN,-4.2601420919999,122.4079308885
7406,74,BOMBANA,-4.9248265454997,121.80775309049
